id_email,timestamp,expediteur_id,destinataire_id,sujet,corps
E00232,2026-02-01T03:30:00,S05,S01,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Élodie"
E00471,2026-02-01T05:30:00,S01,S06,Café demain matin,"Pierre, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Claire"
E00233,2026-02-01T06:30:00,S04,S09,Compte rendu réunion direction,"Bonjour Léa,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de jeudi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au mercredi.

Cordialement,
Karim"
E00051,2026-02-01T07:30:00,S01,S04,Compte rendu réunion direction,"Bonjour Karim,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de vendredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au lundi.

Cordialement,
Claire"
E00995,2026-02-01T08:30:00,S10,S07,Café demain matin,"Julie, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Thomas"
E00623,2026-02-01T08:30:00,S09,S03,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Léa"
E00964,2026-02-01T08:30:00,S10,S07,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Thomas"
E00819,2026-02-01T09:30:00,S05,S07,Note de frais déplacement Genève,"Bonjour,

Je joins ma note de frais pour le déplacement client à Genève des 10-12 février. Total : 847,50 EUR. Justificatifs scannés en PJ.

Cordialement,
Élodie"
E00282,2026-02-01T10:30:00,S05,S09,Demande de congés,"Bonjour Léa,

Je pose mes congés du lundi au mardi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Élodie"
E00596,2026-02-01T10:30:00,S08,S04,Validation virement client 2025-538,"Bonjour Karim,

Merci de valider le virement référence 2025-538 d’un montant de 96 000 EUR pour le compte client. Documentation KYC à jour.

Marc"
E00208,2026-02-02T01:30:00,S10,S03,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Thomas"
E00886,2026-02-02T02:30:00,S02,S09,Justificatif manquant dossier 2024-3545,"Léa,

Il me manque le justificatif d’origine des fonds sur le dossier 2024-3545. Sans ce document, je ne peux pas débloquer la transaction.

Antoine"
E00891,2026-02-02T03:30:00,S05,S08,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Élodie"
E00566,2026-02-02T03:30:00,S01,S08,Régularisation dossier 2026-2614,"Bonjour Marc,

Le dossier 2026-2614 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Claire"
E00452,2026-02-02T04:30:00,S07,S08,Reporting mensuel Groupe Saint-Clair,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client Groupe Saint-Clair. Performance du portefeuille : +1.17% sur le mois.

Cordialement,
Julie"
E00057,2026-02-02T04:30:00,S02,S01,Demande client Fondation Lacroix - allocation,"Claire,

Le client Fondation Lacroix souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Antoine"
E00685,2026-02-02T05:30:00,S04,S05,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00066,2026-02-02T06:30:00,S02,S01,Présentation client Famille Vasseur jeudi,"Bonjour Claire,

Nous recevons Famille Vasseur jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Antoine"
E00954,2026-02-02T07:30:00,S09,S01,Mutuelle - changement de contrat,"Bonjour,

La mutuelle entreprise change au 1er avril. Une réunion d’information est organisée le mardi à 9h en salle Monet. Présence recommandée.

Léa"
E00103,2026-02-02T09:30:00,S02,S04,Point client Groupe Saint-Clair,"Bonjour Karim,

Le client Groupe Saint-Clair demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00568,2026-02-02T10:30:00,S08,S10,Régularisation dossier 2025-8282,"Bonjour Thomas,

Le dossier 2025-8282 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Marc"
E00082,2026-02-02T11:30:00,S02,S04,Validation virement client 2026-978,"Bonjour Karim,

Merci de valider le virement référence 2026-978 d’un montant de 82 000 EUR pour le compte client. Documentation KYC à jour.

Antoine"
E00790,2026-02-02T11:30:00,S02,S10,RE: Validation virement client 2026-3048,"Validé. Bonne journée.

Antoine"
E00854,2026-02-02T11:30:00,S09,S04,RE: Demande de congés,"Bonjour,

Congés validés. Bonne pause à toi.

Léa"
E00983,2026-02-02T11:30:00,S06,S08,Reporting mensuel Fondation Albert-Schweitzer,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client Fondation Albert-Schweitzer. Performance du portefeuille : +3.66% sur le mois.

Cordialement,
Pierre"
E00870,2026-02-02T12:30:00,S04,S08,Réunion comité vendredi,"Bonjour Marc,

Peux-tu confirmer ta présence à la réunion du comité vendredi à 11h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Karim"
E00022,2026-02-02T15:13:00,S03,S02,Contrôle conformité Q1,"Antoine, merci de me transmettre les justificatifs des transactions > 50k€ ce trimestre."
E00023,2026-02-02T18:17:00,S02,S03,RE: Contrôle conformité Q1,"Sophie, justificatifs en pièce jointe. Tout est en règle."
E00132,2026-02-03T01:30:00,S04,S06,Phishing - vigilance,"Bonjour à tous,

Nous avons détecté une campagne de phishing ciblant nos collaborateurs. Ne cliquez sur aucun lien provenant d’expéditeurs inconnus. Signalez tout mail douteux à it@mercier.fr.

Karim"
E00466,2026-02-03T01:30:00,S10,S06,Préparation board,"Pierre,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Thomas"
E00492,2026-02-03T01:30:00,S03,S06,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Sophie"
E00496,2026-02-03T02:30:00,S01,S06,Préparation board,"Pierre,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Claire"
E00798,2026-02-03T03:30:00,S03,S05,Réunion comité lundi,"Bonjour Élodie,

Peux-tu confirmer ta présence à la réunion du comité lundi à 11h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Sophie"
E01005,2026-02-03T07:30:00,S01,S07,Régularisation dossier 2025-6159,"Bonjour Julie,

Le dossier 2025-6159 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Claire"
E00676,2026-02-03T08:30:00,S06,S05,Demande client Fondation Albert-Schweitzer - allocation,"Élodie,

Le client Fondation Albert-Schweitzer souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Pierre"
E00853,2026-02-03T09:30:00,S06,S01,Décalage réunion mardi,"Claire,

La réunion prévue mardi est décalée à jeudi 9h pour des raisons d’agenda. La salle Picasso reste réservée.

Pierre"
E00142,2026-02-03T10:30:00,S09,S07,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Léa"
E00564,2026-02-04T03:30:00,S02,S07,Décalage réunion mardi,"Julie,

La réunion prévue mardi est décalée à jeudi 18h pour des raisons d’agenda. La salle Picasso reste réservée.

Antoine"
E00607,2026-02-04T04:30:00,S10,S06,Réunion comité vendredi,"Bonjour Pierre,

Peux-tu confirmer ta présence à la réunion du comité vendredi à 15h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Thomas"
E00761,2026-02-04T04:30:00,S04,S07,Préparation board,"Julie,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Karim"
E00110,2026-02-04T05:30:00,S02,S08,Point client Famille Vasseur,"Bonjour Marc,

Le client Famille Vasseur demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00171,2026-02-04T05:30:00,S01,S06,Régularisation dossier 2024-8259,"Bonjour Pierre,

Le dossier 2024-8259 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Claire"
E00361,2026-02-04T05:30:00,S01,S07,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Claire"
E00734,2026-02-04T06:30:00,S04,S06,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2024-1592. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00724,2026-02-04T08:30:00,S06,S05,Demande client Groupe Saint-Clair - allocation,"Élodie,

Le client Groupe Saint-Clair souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Pierre"
E00223,2026-02-04T10:30:00,S04,S09,Incident applicatif résolu,"Bonjour,

L’incident sur l’application de trading signalé ce matin est résolu. Cause : saturation du cluster de calcul. Service nominal depuis 11h32.

Karim"
E00493,2026-02-04T10:30:00,S02,S09,Demande de signature ordre 2024-6188,"Bonjour,

L’ordre 2024-6188 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Antoine"
E00901,2026-02-04T11:30:00,S07,S04,Point client Famille Vasseur,"Bonjour Karim,

Le client Famille Vasseur demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Julie"
E00818,2026-02-04T11:30:00,S07,S10,RE: Validation virement client 2025-1105,"Validé. Bonne journée.

Julie"
E00107,2026-02-05T01:30:00,S04,S03,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Karim"
E00903,2026-02-05T01:30:00,S08,S02,Régularisation dossier 2025-8008,"Bonjour Antoine,

Le dossier 2025-8008 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Marc"
E00771,2026-02-05T03:30:00,S02,S05,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-7900. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00704,2026-02-05T06:30:00,S01,S03,Pot de départ - Famille Vasseur,"Bonjour à tous,

Nous organisons un pot de départ pour Famille Vasseur vendredi à 18h en salle de pause. Une cagnotte circule.

Claire"
E00963,2026-02-05T07:30:00,S07,S09,Café demain matin,"Léa, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Julie"
E00054,2026-02-05T07:30:00,S02,S04,Compte rendu réunion direction,"Bonjour Karim,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de mardi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au lundi.

Cordialement,
Antoine"
E00946,2026-02-05T08:30:00,S01,S10,Demande de congés,"Bonjour Thomas,

Je pose mes congés du lundi au jeudi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Claire"
E00973,2026-02-05T09:30:00,S01,S10,Préparation board,"Thomas,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Claire"
E00554,2026-02-05T09:30:00,S02,S09,Café demain matin,"Léa, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Antoine"
E00778,2026-02-05T09:30:00,S02,S10,Reporting mensuel M. Beaumont,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client M. Beaumont. Performance du portefeuille : +3.21% sur le mois.

Cordialement,
Antoine"
E00336,2026-02-05T10:30:00,S05,S02,Procédure KYC - mise à jour,"Bonjour à tous,

La procédure KYC est mise à jour suite aux dernières recommandations de l’ACPR. Nouvelle version applicable au 1er avril.

Élodie"
E00921,2026-02-05T12:30:00,S03,S09,Régularisation dossier 2026-2764,"Bonjour Léa,

Le dossier 2026-2764 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Sophie"
E00149,2026-02-06T05:30:00,S07,S02,RE: Validation virement client 2026-5593,"Validé. Bonne journée.

Julie"
E00565,2026-02-06T05:30:00,S01,S10,RE: Demande de congés,"Bonjour,

Congés validés. Bonne pause à toi.

Claire"
E00993,2026-02-06T06:30:00,S08,S09,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00439,2026-02-06T07:30:00,S04,S05,Réunion comité vendredi,"Bonjour Élodie,

Peux-tu confirmer ta présence à la réunion du comité vendredi à 11h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Karim"
E00840,2026-02-06T07:30:00,S01,S04,Justificatif manquant dossier 2024-7067,"Karim,

Il me manque le justificatif d’origine des fonds sur le dossier 2024-7067. Sans ce document, je ne peux pas débloquer la transaction.

Claire"
E00838,2026-02-06T09:30:00,S05,S02,Café demain matin,"Antoine, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Élodie"
E00460,2026-02-06T09:30:00,S02,S08,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00990,2026-02-06T10:30:00,S04,S03,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-2581. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00136,2026-02-06T11:30:00,S05,S06,Conclusion audit conformité,"Bonjour,

Les conclusions de l’audit conformité sont disponibles. RAS sur la majorité des dossiers, deux points de vigilance signalés en annexe.

Élodie"
E00561,2026-02-06T11:30:00,S09,S05,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00458,2026-02-06T12:30:00,S04,S05,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Karim"
E00694,2026-02-07T02:30:00,S02,S07,Point client Mme Durand-Lefèvre,"Bonjour Julie,

Le client Mme Durand-Lefèvre demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00309,2026-02-07T04:30:00,S04,S03,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Karim"
E00222,2026-02-07T04:30:00,S06,S02,Pot de départ - Fondation Lacroix,"Bonjour à tous,

Nous organisons un pot de départ pour Fondation Lacroix vendredi à 18h en salle de pause. Une cagnotte circule.

Pierre"
E00311,2026-02-07T06:30:00,S02,S10,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Antoine"
E00896,2026-02-07T06:30:00,S01,S08,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Claire"
E00068,2026-02-07T06:30:00,S04,S01,Préparation board,"Claire,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Karim"
E00098,2026-02-07T07:30:00,S04,S02,Phishing - vigilance,"Bonjour à tous,

Nous avons détecté une campagne de phishing ciblant nos collaborateurs. Ne cliquez sur aucun lien provenant d’expéditeurs inconnus. Signalez tout mail douteux à it@mercier.fr.

Karim"
E00186,2026-02-07T08:30:00,S05,S10,RE: Demande de congés,"Bonjour,

Congés validés. Bonne pause à toi.

Élodie"
E00697,2026-02-07T09:30:00,S10,S03,RE: Demande de pièces - audit Q1,"Bonjour,

Documents transmis ce matin via le coffre-fort numérique. Code d’accès envoyé séparément.

Thomas"
E00464,2026-02-07T09:30:00,S06,S05,Préparation board,"Élodie,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Pierre"
E00055,2026-02-07T12:30:00,S04,S02,FYI - article Les Échos,"Bonjour,

Un article intéressant dans Les Échos ce matin sur l’évolution de la régulation bancaire européenne. À lire si tu as 5 minutes.

Karim"
E00345,2026-02-07T12:30:00,S01,S09,Régularisation dossier 2024-8155,"Bonjour Léa,

Le dossier 2024-8155 est régularisé. La transaction peut partir cet après-midi. Bénéficiaire confirmé en double check.

Claire"
E00528,2026-02-07T12:30:00,S02,S06,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Antoine"
E00427,2026-02-08T01:30:00,S05,S06,Entretien annuel à programmer,"Bonjour Pierre,

Nous devons programmer ton entretien annuel avant la fin du mois. Voici trois créneaux possibles : mardi 14h, mercredi 10h, jeudi 16h. Lequel te convient ?

Élodie"
E00556,2026-02-08T01:30:00,S07,S03,Justificatif manquant dossier 2026-5554,"Sophie,

Il me manque le justificatif d’origine des fonds sur le dossier 2026-5554. Sans ce document, je ne peux pas débloquer la transaction.

Julie"
E00762,2026-02-08T01:30:00,S09,S07,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Léa"
E00225,2026-02-08T05:30:00,S02,S08,Point client Patrimoine Aubertin,"Bonjour Marc,

Le client Patrimoine Aubertin demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00956,2026-02-08T07:30:00,S02,S09,Compte rendu réunion direction,"Bonjour Léa,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de jeudi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au mercredi.

Cordialement,
Antoine"
E00412,2026-02-08T09:30:00,S06,S07,Demande client Mme Durand-Lefèvre - allocation,"Julie,

Le client Mme Durand-Lefèvre souhaite revoir son allocation. Il évoque un profil plus prudent. Peux-tu préparer une simulation ?

Merci,
Pierre"
E00831,2026-02-08T09:30:00,S10,S02,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Thomas"
E00531,2026-02-08T10:30:00,S10,S05,Réunion comité jeudi,"Bonjour Élodie,

Peux-tu confirmer ta présence à la réunion du comité jeudi à 18h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Thomas"
E00049,2026-02-08T12:30:00,S01,S04,Demande de signature ordre 2026-5717,"Bonjour,

L’ordre 2026-5717 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Claire"
E00766,2026-02-08T12:30:00,S02,S06,Demande de signature ordre 2025-8049,"Bonjour,

L’ordre 2025-8049 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Antoine"
E00713,2026-02-09T01:30:00,S05,S09,Préparation board,"Léa,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Élodie"
E00324,2026-02-09T01:30:00,S09,S08,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00321,2026-02-09T02:30:00,S09,S06,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Léa"
E00984,2026-02-09T03:30:00,S02,S06,Point client M. Beaumont,"Bonjour Pierre,

Le client M. Beaumont demande un rendez-vous pour faire le point sur son portefeuille. Disponibilités la semaine prochaine ?

Antoine"
E00632,2026-02-09T03:30:00,S05,S02,Demande de congés,"Bonjour Antoine,

Je pose mes congés du mardi au jeudi. Mon binôme prendra le relais sur les dossiers en cours.

Merci de valider.
Élodie"
E00485,2026-02-09T04:30:00,S04,S01,Migration messagerie - planning,"Bonjour,

La migration de la messagerie vers la nouvelle plateforme est prévue le vendredi. Aucune action de votre part requise. Documentation utilisateur en pièce jointe.

Karim"
E00646,2026-02-09T07:30:00,S01,S03,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Claire"
E00962,2026-02-09T10:30:00,S04,S07,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Karim"
E00304,2026-02-09T11:30:00,S04,S03,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Karim"
E00454,2026-02-09T11:30:00,S07,S05,RE: Validation virement client 2025-9462,"Validé. Bonne journée.

Julie"
E00823,2026-02-10T04:30:00,S06,S05,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2024-2194. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00414,2026-02-10T05:30:00,S09,S06,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Léa"
E00595,2026-02-10T05:30:00,S05,S08,Entretien annuel à programmer,"Bonjour Marc,

Nous devons programmer ton entretien annuel avant la fin du mois. Voici trois créneaux possibles : mardi 14h, mercredi 10h, jeudi 16h. Lequel te convient ?

Élodie"
E00430,2026-02-10T06:30:00,S08,S01,Réunion comité mardi,"Bonjour Claire,

Peux-tu confirmer ta présence à la réunion du comité mardi à 12h ? L’ordre du jour porte sur le bilan trimestriel et les arbitrages budgétaires.

Merci,
Marc"
E00682,2026-02-10T11:30:00,S02,S07,Justificatif manquant dossier 2024-6898,"Julie,

Il me manque le justificatif d’origine des fonds sur le dossier 2024-6898. Sans ce document, je ne peux pas débloquer la transaction.

Antoine"
E00441,2026-02-10T12:30:00,S01,S07,Validation virement client 2025-8126,"Bonjour Julie,

Merci de valider le virement référence 2025-8126 d’un montant de 274 000 EUR pour le compte client. Documentation KYC à jour.

Claire"
E00287,2026-02-11T02:30:00,S02,S05,Compte rendu réunion direction,"Bonjour Élodie,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de mardi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au mercredi.

Cordialement,
Antoine"
E00085,2026-02-11T08:30:00,S02,S04,Document oublié en salle Picasso,"Bonjour,

J’ai oublié un dossier rouge en salle Picasso après la réunion d’hier. Si quelqu’un l’a vu, merci de me le rapporter.

Antoine"
E00753,2026-02-11T08:30:00,S09,S02,RE: question rapide,"Oui, c’est bon pour moi. On en reparle demain.

Léa"
E00449,2026-02-11T09:30:00,S01,S06,Validation virement client 2024-2367,"Bonjour Pierre,

Merci de valider le virement référence 2024-2367 d’un montant de 140 000 EUR pour le compte client. Documentation KYC à jour.

Claire"
E00828,2026-02-11T09:30:00,S01,S08,Demande de signature ordre 2024-4530,"Bonjour,

L’ordre 2024-4530 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Claire"
E00194,2026-02-11T12:30:00,S10,S07,Préparation board,"Julie,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Thomas"
E00315,2026-02-11T12:30:00,S02,S09,Café demain matin,"Léa, on prend un café demain matin avant la réunion ? J’aimerais te parler du dossier en cours.

Antoine"
E00999,2026-02-11T12:30:00,S04,S03,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-5531. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00077,2026-02-12T06:30:00,S01,S02,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00316,2026-02-12T07:30:00,S08,S01,Compte rendu réunion direction,"Bonjour Claire,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de mercredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au mercredi.

Cordialement,
Marc"
E00112,2026-02-12T07:30:00,S04,S03,Préparation board,"Sophie,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Karim"
E00060,2026-02-12T09:30:00,S02,S04,Présentation client Mme Durand-Lefèvre jeudi,"Bonjour Karim,

Nous recevons Mme Durand-Lefèvre jeudi à 11h. Merci de préparer la slide deck habituelle et le bilan annuel.

Antoine"
E00053,2026-02-12T09:30:00,S01,S04,Entretien annuel à programmer,"Bonjour Karim,

Nous devons programmer ton entretien annuel avant la fin du mois. Voici trois créneaux possibles : mardi 14h, mercredi 10h, jeudi 16h. Lequel te convient ?

Claire"
E00031,2026-02-12T10:30:00,S01,S02,RE: Validation virement client 2026-9677,"Validé. Bonne journée.

Claire"
E00008,2026-02-12T11:03:00,S01,S04,Hermès urgence,"Karim, Lefèvre a posé des questions sur Hermès. Surveille ses accès."
E00940,2026-02-12T11:30:00,S01,S04,Validation virement client 2025-5402,"Bonjour Karim,

Merci de valider le virement référence 2025-5402 d’un montant de 394 000 EUR pour le compte client. Documentation KYC à jour.

Claire"
E00702,2026-02-12T11:30:00,S10,S06,Compte rendu réunion direction,"Bonjour Pierre,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de lundi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au jeudi.

Cordialement,
Thomas"
E00486,2026-02-13T01:30:00,S04,S08,Compte rendu réunion direction,"Bonjour Marc,

Veuillez trouver ci-joint le compte rendu de la réunion de direction de vendredi. Les actions qui te concernent sont surlignées en jaune. Échéance fixée au vendredi.

Cordialement,
Karim"
E00206,2026-02-13T01:30:00,S01,S05,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Claire"
E00747,2026-02-13T04:30:00,S03,S07,Demande de signature ordre 2024-9685,"Bonjour,

L’ordre 2024-9685 attend ta double signature depuis lundi. Le client s’impatiente. Peux-tu prioriser ?

Merci,
Sophie"
E00278,2026-02-13T04:30:00,S07,S05,Reporting mensuel Groupe Saint-Clair,"Bonjour,

Veuillez trouver ci-joint le reporting mensuel pour le client Groupe Saint-Clair. Performance du portefeuille : +-1.85% sur le mois.

Cordialement,
Julie"
E00190,2026-02-13T04:30:00,S07,S09,RE: Validation virement client 2026-1069,"Validé. Bonne journée.

Julie"
E00114,2026-02-13T07:30:00,S01,S07,RE: Validation virement client 2026-3494,"Validé. Bonne journée.

Claire"
E00670,2026-02-13T07:30:00,S02,S09,Préparation board,"Léa,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Antoine"
E00992,2026-02-13T08:30:00,S07,S05,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2025-8033. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
E00290,2026-02-13T10:30:00,S03,S01,Préparation board,"Claire,

Le board demande un état des lieux sur le portefeuille pour vendredi. Peux-tu m’envoyer tes chiffres consolidés au plus tard jeudi midi ?

Merci,
Sophie"
E00423,2026-02-13T11:30:00,S04,S09,Bonne année 2026,"Bonjour à tous,

Toute l’équipe vous souhaite une excellente année 2026, pleine de réussites professionnelles et personnelles.

La direction"
E00967,2026-02-13T12:30:00,S03,S01,Validation virement client 2026-7314,"Bonjour Claire,

Merci de valider le virement référence 2026-7314 d’un montant de 301 000 EUR pour le compte client. Documentation KYC à jour.

Sophie"
E00780,2026-02-14T01:30:00,S05,S09,Annulation point hebdo,"Bonjour,

Je ne pourrai pas assurer le point hebdo de cette semaine. Je suis en déplacement client. On reprend la semaine prochaine.

Élodie"
E00323,2026-02-14T02:30:00,S05,S06,Parking - place attribuée,"Bonjour,

Ta nouvelle place de parking est la B-2026-9472. Badge mis à jour automatiquement.

Cordialement,
Services généraux"
